lga_id,lga_name,state,geopolitical_zone,latitude,longitude,population_0_14,children_6_14,oos_count,oos_rate,poverty_rate,conflict_score,gender_gap,distance_to_school_km,teacher_pupil_ratio,disability_rate,school_density_per_1000,literacy_rate,water_sanitation_access,dominant_driver,risk_tier
437,Niger_LGA_10,Niger,NC,10.6714,6.2527,124949,59325,24085,0.406,0.5124,0.2979,0.2568,4.59,0.02999,0.0721,0.489,0.6786,0.4085,poverty,High
438,Niger_LGA_11,Niger,NC,10.4966,6.0525,132397,71800,30977,0.4314,0.6114,0.3177,0.3224,0.5,0.02019,0.0472,1.133,0.5998,0.3174,poverty,High
439,Niger_LGA_12,Niger,NC,10.5593,5.0127,188011,78713,28020,0.356,0.4452,0.3783,0.2777,0.5,0.03646,0.069,0.73,0.7063,0.5846,poverty,Medium
440,Niger_LGA_13,Niger,NC,10.7205,6.2027,146579,64483,24927,0.3866,0.4327,0.3576,0.2837,3.37,0.02379,0.0605,0.702,0.627,0.5174,poverty,Medium
441,Niger_LGA_14,Niger,NC,9.821,5.6721,31250,14389,5581,0.3879,0.5593,0.4624,0.2102,0.5,0.01872,0.0653,0.894,0.6447,0.4035,poverty,Medium
442,Niger_LGA_15,Niger,NC,9.7723,5.3319,32745,15669,7170,0.4576,0.6668,0.1796,0.137,10.0,0.01914,0.069,0.977,0.6538,0.3263,poverty,High
443,Niger_LGA_16,Niger,NC,9.7024,4.9099,204231,92372,31798,0.3442,0.3603,0.3764,0.2123,0.6,0.01,0.0452,0.999,0.4177,0.637,poverty,Medium
444,Niger_LGA_17,Niger,NC,9.2362,4.9864,188604,99339,44170,0.4446,0.7067,0.0727,0.2348,2.57,0.01487,0.0643,0.738,0.6504,0.2184,poverty,High
445,Niger_LGA_18,Niger,NC,9.8174,6.3468,55859,28733,11491,0.3999,0.5776,0.2933,0.2954,3.0,0.01335,0.0592,0.836,0.7621,0.402,poverty,Medium
446,Niger_LGA_19,Niger,NC,9.3409,6.181,17264,7650,3166,0.414,0.4503,0.2605,0.1718,12.29,0.01,0.0525,1.25,0.6235,0.53,poverty,High
447,Niger_LGA_20,Niger,NC,10.2902,5.2215,36228,17970,5570,0.31,0.4103,0.0876,0.2461,7.46,0.01738,0.0503,0.359,0.6579,0.6114,poverty,Medium
448,Niger_LGA_21,Niger,NC,10.1703,6.0373,140669,57177,25227,0.4412,0.5191,0.3607,0.0507,10.58,0.01164,0.0458,0.743,0.6729,0.3508,poverty,High
449,Niger_LGA_22,Niger,NC,10.6204,5.9029,117209,54351,25936,0.4772,0.5321,0.1489,0.2532,16.39,0.0192,0.0429,0.756,0.6891,0.3543,poverty,High
450,Niger_LGA_23,Niger,NC,9.815,5.4809,173878,88539,35707,0.4033,0.2738,0.3347,0.281,1.86,0.02325,0.057,0.609,0.6158,0.6808,poverty,High
451,Niger_LGA_24,Niger,NC,9.5501,5.7966,56017,26271,11124,0.4234,0.3424,0.3777,0.197,2.7,0.01555,0.0683,0.753,0.5814,0.5718,poverty,High
452,Niger_LGA_25,Niger,NC,9.9395,5.5973,126523,57858,26741,0.4622,0.4997,0.3645,0.1732,7.94,0.01805,0.071,0.644,0.5704,0.458,poverty,High
453,Ogun_LGA_01,Ogun,SW,6.7563,2.7986,165982,78481,14422,0.1838,0.2515,0.1719,0.0023,3.06,0.01097,0.0267,1.039,0.8632,0.6776,poverty,Low
454,Ogun_LGA_02,Ogun,SW,7.0836,3.244,35450,17189,2803,0.1631,0.135,0.0,0.0781,2.34,0.01106,0.0263,1.033,0.8969,0.8691,school_supply,Low
455,Ogun_LGA_03,Ogun,SW,6.6436,2.6095,120241,54535,15704,0.288,0.1585,0.1464,0.1109,8.35,0.01298,0.05,0.787,0.814,0.7219,distance,Medium
456,Ogun_LGA_04,Ogun,SW,7.8316,3.5914,111912,46017,13361,0.2904,0.3957,0.2305,0.0239,6.6,0.01821,0.0415,0.59,0.8751,0.6165,poverty,Medium
457,Ogun_LGA_05,Ogun,SW,6.4197,2.5949,102520,45135,11470,0.2541,0.3599,0.2002,0.1072,0.5,0.01761,0.0255,1.035,0.8793,0.6404,poverty,Medium
458,Ogun_LGA_06,Ogun,SW,6.4986,3.8918,194280,81549,19998,0.2452,0.2589,0.098,0.0071,2.5,0.01886,0.0545,1.302,0.8684,0.7651,poverty,Medium
459,Ogun_LGA_07,Ogun,SW,7.6472,3.581,116197,52568,6031,0.1147,0.1458,0.0,0.1244,2.06,0.01751,0.0336,0.56,0.7456,0.7586,school_supply,Low
460,Ogun_LGA_08,Ogun,SW,6.6108,3.9035,213364,97459,32719,0.3357,0.2791,0.1287,0.0282,4.28,0.01602,0.0561,0.964,0.8936,0.5155,poverty,Medium
461,Ogun_LGA_09,Ogun,SW,6.5358,3.5061,72167,32514,7452,0.2292,0.1749,0.0,0.1456,5.16,0.0136,0.0403,0.05,0.7532,0.7444,school_supply,Medium
462,Ogun_LGA_10,Ogun,SW,7.5021,3.9468,111436,57331,17302,0.3018,0.2183,0.1066,0.1457,4.83,0.01857,0.0485,0.402,0.8223,0.6807,school_supply,Medium
463,Ogun_LGA_11,Ogun,SW,6.7978,3.3498,226272,105190,22470,0.2136,0.1211,0.0251,0.0668,2.52,0.01307,0.0415,0.742,0.835,0.7094,school_supply,Medium
464,Ogun_LGA_12,Ogun,SW,7.2454,3.6733,94881,44539,11243,0.2524,0.1902,0.0374,0.1207,9.75,0.02174,0.0476,0.713,0.8393,0.6957,distance,Medium
465,Ogun_LGA_13,Ogun,SW,7.7552,3.6037,246439,103504,34713,0.3354,0.2016,0.1759,0.0612,5.38,0.01975,0.0489,0.601,0.8299,0.719,school_supply,Medium
466,Ogun_LGA_14,Ogun,SW,7.5744,3.8191,85164,46357,6438,0.1389,0.1863,0.0,0.0082,1.79,0.02947,0.0397,0.655,0.9381,0.8099,school_supply,Low
467,Ogun_LGA_15,Ogun,SW,7.3986,2.8889,156658,70681,16915,0.2393,0.2193,0.0732,0.0959,8.19,0.01524,0.0422,1.078,0.7472,0.7033,distance,Medium
468,Ogun_LGA_16,Ogun,SW,7.4312,3.8026,175198,94168,27764,0.2948,0.1481,0.1052,0.0027,0.99,0.02943,0.0392,0.739,0.8699,0.6653,school_supply,Medium
469,Ogun_LGA_17,Ogun,SW,6.9817,3.3611,68420,32177,7353,0.2285,0.2595,0.2645,0.1087,1.97,0.02469,0.0657,0.987,0.7476,0.6806,poverty,Medium
470,Ogun_LGA_18,Ogun,SW,7.577,3.0225,175003,75906,23588,0.3108,0.1563,0.2486,0.0652,4.51,0.01046,0.0213,0.425,0.849,0.8084,school_supply,Medium
471,Ogun_LGA_19,Ogun,SW,7.5042,2.9766,9784,5073,1682,0.3317,0.1136,0.1991,0.1649,9.69,0.01712,0.0526,0.366,0.8853,0.8588,distance,Medium
472,Ogun_LGA_20,Ogun,SW,6.7549,3.1063,18994,10421,1984,0.1904,0.195,0.0468,0.014,3.42,0.01,0.0375,0.831,0.7998,0.7385,school_supply,Low
473,Ondo_LGA_01,Ondo,SW,7.8086,4.6467,168880,89779,19267,0.2146,0.3151,0.1165,0.0476,1.9,0.01,0.0216,0.914,0.731,0.6791,poverty,Medium
474,Ondo_LGA_02,Ondo,SW,6.5152,5.8985,162108,80678,18384,0.2279,0.1356,0.0015,0.1194,1.03,0.01804,0.0464,0.803,0.8706,0.7371,school_supply,Medium
475,Ondo_LGA_03,Ondo,SW,6.9363,5.9404,185058,101570,20651,0.2033,0.2587,0.2147,0.018,2.85,0.03539,0.0374,0.81,0.7981,0.6498,poverty,Medium
476,Ondo_LGA_04,Ondo,SW,6.5311,5.1079,169635,89375,22164,0.248,0.25,0.312,0.0375,2.9,0.01449,0.0414,0.268,0.8948,0.6912,school_supply,Medium
477,Ondo_LGA_05,Ondo,SW,7.3452,5.5446,70638,37531,15840,0.4221,0.241,0.3074,0.1343,9.54,0.01553,0.0442,0.779,0.728,0.7024,distance,High
478,Ondo_LGA_06,Ondo,SW,7.174,4.9544,15660,7779,945,0.1215,0.0986,0.0,0.0961,1.54,0.01202,0.0402,0.386,0.8255,0.8531,school_supply,Low
479,Ondo_LGA_07,Ondo,SW,7.143,5.3896,136860,60026,14033,0.2338,0.2722,0.1073,0.0099,5.6,0.01,0.0299,1.208,0.8286,0.7495,poverty,Medium
480,Ondo_LGA_08,Ondo,SW,7.9968,5.7722,141148,58881,16733,0.2842,0.2164,0.0951,0.1343,6.43,0.01055,0.0524,0.721,0.7676,0.7151,school_supply,Medium
481,Ondo_LGA_09,Ondo,SW,6.7058,5.5615,12216,6691,1706,0.255,0.2874,0.1784,0.131,1.34,0.0214,0.0524,0.773,0.8427,0.7274,poverty,Medium
482,Ondo_LGA_10,Ondo,SW,7.1091,5.7526,134244,57756,15214,0.2634,0.264,0.1316,0.0439,2.38,0.01982,0.0334,0.839,0.8612,0.6436,poverty,Medium
483,Ondo_LGA_11,Ondo,SW,7.5336,4.4867,149089,77934,9478,0.1216,0.2062,0.0,0.0936,2.18,0.04161,0.0546,1.013,0.8599,0.7226,school_supply,Low
484,Ondo_LGA_12,Ondo,SW,6.9925,5.3952,78430,35806,4629,0.1293,0.05,0.0456,0.0476,5.44,0.01449,0.0366,1.317,0.893,0.827,school_supply,Low
485,Ondo_LGA_13,Ondo,SW,7.9841,5.6509,134062,57491,12197,0.2122,0.1664,0.0,0.0578,1.12,0.01,0.0396,1.06,0.8761,0.8617,school_supply,Medium
486,Ondo_LGA_14,Ondo,SW,7.038,4.9031,42348,20711,3511,0.1695,0.213,0.1974,0.032,1.77,0.0146,0.044,0.604,0.785,0.7289,school_supply,Low
487,Ondo_LGA_15,Ondo,SW,6.8063,4.9545,222826,98470,25743,0.2614,0.2332,0.1219,0.1133,0.5,0.02893,0.0461,0.863,0.9279,0.7361,school_supply,Medium
488,Ondo_LGA_16,Ondo,SW,6.6471,5.5449,149275,63233,17594,0.2783,0.1755,0.2153,0.1386,3.57,0.03176,0.0283,0.458,0.8213,0.7261,school_supply,Medium
489,Ondo_LGA_17,Ondo,SW,7.8202,4.8882,154646,71563,21162,0.2957,0.1968,0.097,0.1444,8.88,0.01203,0.0401,0.474,0.8193,0.7165,distance,Medium
490,Ondo_LGA_18,Ondo,SW,7.1283,5.0131,156207,62828,10828,0.1723,0.1637,0.0834,0.0596,6.88,0.02385,0.0355,1.178,0.8873,0.8111,distance,Low
491,Osun_LGA_01,Osun,SW,8.028,4.291,35211,14173,3167,0.2235,0.319,0.0,0.0371,0.5,0.02488,0.0224,0.319,0.8792,0.5154,poverty,Medium
492,Osun_LGA_02,Osun,SW,8.0038,5.216,175444,88017,26570,0.3019,0.2676,0.1285,0.0276,10.71,0.02319,0.0572,1.036,0.9372,0.6287,distance,Medium
493,Osun_LGA_03,Osun,SW,7.7886,5.0913,208973,100764,16176,0.1605,0.3013,0.1883,0.0447,1.54,0.02186,0.0472,0.397,0.8283,0.626,poverty,Low
494,Osun_LGA_04,Osun,SW,7.9167,4.3691,103573,47252,17908,0.379,0.2051,0.2684,0.0891,4.93,0.01973,0.051,0.623,0.8288,0.6609,school_supply,Medium
495,Osun_LGA_05,Osun,SW,7.9029,4.6909,212587,113254,22557,0.1992,0.1908,0.151,0.0475,1.89,0.01455,0.0434,0.693,0.8037,0.6614,school_supply,Low
496,Osun_LGA_06,Osun,SW,7.6021,5.2801,99861,42791,6409,0.1498,0.2561,0.1553,0.048,1.1,0.0113,0.0341,0.806,0.7771,0.6743,poverty,Low
497,Osun_LGA_07,Osun,SW,8.3105,4.8132,189662,93457,13414,0.1435,0.133,0.0,0.0812,1.38,0.01664,0.0378,1.121,0.6952,0.8786,school_supply,Low
498,Osun_LGA_08,Osun,SW,8.318,4.4012,127528,62512,16090,0.2574,0.1665,0.1812,0.0544,6.08,0.01857,0.0451,0.445,0.7083,0.8498,school_supply,Medium
499,Osun_LGA_09,Osun,SW,7.4281,4.0829,152932,63749,24443,0.3834,0.3418,0.158,0.0,16.99,0.01668,0.0373,0.283,0.9055,0.538,distance,Medium
500,Osun_LGA_10,Osun,SW,8.2092,3.8964,60035,27957,7528,0.2693,0.2499,0.0502,0.0056,3.66,0.01612,0.0367,1.085,0.7772,0.7618,poverty,Medium
501,Osun_LGA_11,Osun,SW,7.1223,4.5601,184761,85699,15496,0.1808,0.1608,0.0656,0.1001,0.5,0.02992,0.036,0.855,0.7774,0.7057,school_supply,Low
502,Osun_LGA_12,Osun,SW,7.7338,4.7651,239603,129893,39111,0.3011,0.3213,0.2122,0.0307,5.03,0.02383,0.0168,1.133,0.8229,0.7024,poverty,Medium
503,Osun_LGA_13,Osun,SW,7.6034,4.8733,146601,74910,17523,0.2339,0.0904,0.1596,0.0938,3.94,0.0284,0.0341,0.499,0.7305,0.8923,school_supply,Medium
504,Osun_LGA_14,Osun,SW,7.8056,4.2085,169318,75574,11007,0.1456,0.2529,0.0985,0.0415,0.89,0.0188,0.032,0.98,0.8349,0.6969,poverty,Low
505,Osun_LGA_15,Osun,SW,7.1464,4.9169,235209,113437,40962,0.3611,0.2707,0.0612,0.045,10.66,0.01705,0.0337,1.362,0.8362,0.7448,distance,Medium
506,Osun_LGA_16,Osun,SW,7.3722,4.9982,127566,60157,10650,0.177,0.1066,0.2082,0.0215,2.53,0.01,0.0556,1.146,0.8375,0.7464,school_supply,Low
507,Osun_LGA_17,Osun,SW,7.6401,4.3436,204028,105286,17298,0.1643,0.1483,0.0,0.0289,7.58,0.01687,0.0436,0.583,0.8452,0.8626,school_supply,Low
508,Osun_LGA_18,Osun,SW,7.158,5.282,145300,74824,15656,0.2092,0.284,0.0877,0.0906,0.5,0.01623,0.0509,0.572,0.9022,0.6249,poverty,Medium
509,Osun_LGA_19,Osun,SW,7.7667,4.7164,217881,99943,23522,0.2354,0.2198,0.1044,0.033,0.52,0.02112,0.0338,0.761,0.7596,0.8195,school_supply,Medium
510,Oyo_LGA_01,Oyo,SW,8.2373,4.319,138190,75518,13813,0.1829,0.1681,0.0,0.0482,4.58,0.02767,0.0286,0.92,0.8412,0.7661,school_supply,Low
511,Oyo_LGA_02,Oyo,SW,8.199,3.5194,25814,10714,2154,0.2011,0.2594,0.094,0.0436,0.5,0.01751,0.0134,0.05,0.9418,0.728,school_supply,Medium
512,Oyo_LGA_03,Oyo,SW,8.0095,3.5317,203114,108270,19480,0.1799,0.0966,0.058,0.0606,4.21,0.03374,0.0624,0.943,0.8391,0.7483,school_supply,Low
513,Oyo_LGA_04,Oyo,SW,8.1063,3.4458,186724,85028,15434,0.1815,0.2118,0.0,0.1144,2.66,0.02966,0.038,0.759,0.743,0.7474,school_supply,Low
514,Oyo_LGA_05,Oyo,SW,7.2501,3.7425,38387,19498,3372,0.173,0.0635,0.0769,0.0998,4.32,0.01813,0.0416,0.762,0.7576,0.841,school_supply,Low
515,Oyo_LGA_06,Oyo,SW,7.7332,4.2625,204070,106393,30185,0.2837,0.1926,0.015,0.0646,27.59,0.01139,0.0254,0.48,0.9486,0.69,distance,Medium
516,Oyo_LGA_07,Oyo,SW,8.3219,3.4631,128018,64191,12590,0.1961,0.2031,0.1053,0.1764,2.56,0.01506,0.0469,1.441,0.7096,0.6751,poverty,Low
517,Oyo_LGA_08,Oyo,SW,7.8162,3.6667,194106,94185,17622,0.1871,0.0862,0.08,0.1123,0.7,0.01184,0.0265,0.731,0.7794,0.8327,school_supply,Low
518,Oyo_LGA_09,Oyo,SW,7.2857,4.6627,192784,77309,31447,0.4068,0.3153,0.0562,0.0237,14.82,0.0184,0.0391,0.551,0.6782,0.5882,distance,High
519,Oyo_LGA_10,Oyo,SW,8.4395,3.5953,104595,46692,11248,0.2409,0.3106,0.1767,0.1455,2.05,0.02793,0.0471,0.738,0.8367,0.6036,poverty,Medium
520,Oyo_LGA_11,Oyo,SW,7.2676,3.5024,92675,47194,12247,0.2595,0.3378,0.078,0.0828,6.39,0.0225,0.0544,0.427,0.98,0.6503,poverty,Medium
521,Oyo_LGA_12,Oyo,SW,7.9436,4.3055,192840,90132,22464,0.2492,0.0506,0.156,0.0866,6.67,0.01,0.0561,0.632,0.8042,0.7933,school_supply,Medium
522,Oyo_LGA_13,Oyo,SW,8.3269,4.6207,210461,84365,15178,0.1799,0.147,0.0,0.0336,2.54,0.01769,0.0403,1.009,0.9266,0.7522,school_supply,Low
523,Oyo_LGA_14,Oyo,SW,8.6069,4.6057,94732,40208,7691,0.1913,0.1425,0.0792,0.0219,5.67,0.01,0.0242,0.7,0.8259,0.699,school_supply,Low
524,Oyo_LGA_15,Oyo,SW,7.8926,3.5634,220717,120805,32659,0.2704,0.1471,0.2478,0.0844,3.06,0.02079,0.0412,1.164,0.792,0.806,school_supply,Medium
525,Oyo_LGA_16,Oyo,SW,7.6937,4.0,9364,4716,785,0.1666,0.2405,0.082,0.144,0.5,0.01662,0.0354,0.436,0.8845,0.6425,school_supply,Low
526,Oyo_LGA_17,Oyo,SW,7.4903,3.443,197351,87909,22767,0.259,0.05,0.3018,0.0387,0.5,0.02476,0.0473,0.882,0.9198,0.881,school_supply,Medium
527,Oyo_LGA_18,Oyo,SW,7.3648,3.7282,247256,129317,39913,0.3086,0.4089,0.0426,0.1348,3.62,0.02884,0.0331,0.988,0.8197,0.611,poverty,Medium
528,Oyo_LGA_19,Oyo,SW,8.6295,4.5366,84460,45287,13542,0.299,0.2328,0.1224,0.1081,1.74,0.02041,0.0518,0.116,0.8871,0.6737,school_supply,Medium
529,Oyo_LGA_20,Oyo,SW,7.1315,4.5444,116489,61623,16121,0.2616,0.2701,0.1868,0.0556,5.88,0.01471,0.0484,0.787,0.7563,0.5727,poverty,Medium
530,Oyo_LGA_21,Oyo,SW,7.0837,3.5131,194373,104936,25221,0.2403,0.0953,0.0955,0.0515,9.02,0.03033,0.0267,0.971,0.9225,0.8049,distance,Medium
531,Oyo_LGA_22,Oyo,SW,8.3259,3.3167,40119,16524,3669,0.2221,0.1214,0.199,0.1183,1.3,0.01,0.0389,0.858,0.7484,0.7727,school_supply,Medium
532,Oyo_LGA_23,Oyo,SW,8.0789,3.8601,63866,28229,6106,0.2163,0.2281,0.0943,0.0858,3.53,0.01332,0.0323,0.639,0.8415,0.7021,school_supply,Medium
533,Oyo_LGA_24,Oyo,SW,8.0388,3.6282,101611,51781,18477,0.3568,0.1554,0.4294,0.0811,10.98,0.02702,0.0309,1.073,0.8231,0.7382,distance,Medium
534,Oyo_LGA_25,Oyo,SW,8.5989,3.816,242343,101740,33231,0.3266,0.1644,0.1611,0.1205,12.27,0.03501,0.0485,0.864,0.8601,0.7589,distance,Medium
535,Oyo_LGA_26,Oyo,SW,7.9249,3.5861,126156,68495,18071,0.2638,0.2017,0.1774,0.0932,0.5,0.03492,0.0386,0.776,0.8126,0.694,school_supply,Medium
536,Oyo_LGA_27,Oyo,SW,7.8323,3.7449,43281,18412,4187,0.2274,0.2495,0.1074,0.0505,5.39,0.01632,0.0425,0.861,0.8882,0.6445,poverty,Medium
537,Oyo_LGA_28,Oyo,SW,8.5121,4.6107,30135,13638,3158,0.2316,0.2813,0.0031,0.0251,1.89,0.01525,0.0381,0.496,0.9066,0.6892,poverty,Medium
538,Oyo_LGA_29,Oyo,SW,7.6563,4.642,40253,20559,3321,0.1616,0.1348,0.229,0.0982,2.0,0.02033,0.037,0.462,0.8542,0.7579,school_supply,Low
539,Oyo_LGA_30,Oyo,SW,8.4872,3.7539,60293,29445,6794,0.2308,0.13,0.1651,0.0567,2.53,0.01848,0.0321,0.834,0.739,0.81,school_supply,Medium
540,Oyo_LGA_31,Oyo,SW,8.274,4.3096,136117,60219,2951,0.049,0.1102,0.0322,0.079,1.62,0.03389,0.0404,1.351,0.8168,0.8558,school_supply,Low
541,Oyo_LGA_32,Oyo,SW,8.248,3.4288,55868,25985,7007,0.2697,0.095,0.1427,0.1053,2.92,0.01193,0.0353,0.51,0.8319,0.8196,school_supply,Medium
542,Oyo_LGA_33,Oyo,SW,7.6224,3.488,137855,61638,12437,0.2018,0.1167,0.1073,0.1192,1.29,0.0165,0.0456,0.926,0.7968,0.8258,school_supply,Medium
543,Plateau_LGA_01,Plateau,NC,9.3851,10.2493,146842,58813,16898,0.2873,0.4868,0.3983,0.1705,1.04,0.01789,0.0526,1.146,0.5642,0.4395,poverty,Medium
544,Plateau_LGA_02,Plateau,NC,8.7083,9.9701,238573,110622,44888,0.4058,0.5732,0.4394,0.2526,1.94,0.01291,0.0581,0.917,0.5714,0.3976,poverty,High
545,Plateau_LGA_03,Plateau,NC,9.2246,10.1862,115816,59568,24645,0.4137,0.4007,0.5164,0.1701,8.65,0.01901,0.0596,0.668,0.6659,0.4486,poverty,High
546,Plateau_LGA_04,Plateau,NC,9.8583,9.91,249994,127580,46731,0.3663,0.5803,0.5019,0.2088,0.66,0.01987,0.0478,0.749,0.565,0.3638,poverty,Medium
547,Plateau_LGA_05,Plateau,NC,9.7772,9.7144,228441,92051,45765,0.4972,0.5555,0.6388,0.2336,0.59,0.01136,0.0715,0.819,0.8395,0.3818,poverty,High
548,Plateau_LGA_06,Plateau,NC,8.9829,9.4594,95764,43926,20504,0.4668,0.4112,0.3967,0.1385,12.4,0.01836,0.0605,0.967,0.4914,0.5943,distance,High
549,Plateau_LGA_07,Plateau,NC,8.9538,10.2585,226646,108742,36080,0.3318,0.4416,0.2876,0.2029,2.22,0.01138,0.0615,0.692,0.5326,0.5361,poverty,Medium
550,Plateau_LGA_08,Plateau,NC,8.5998,8.7315,81893,43731,14791,0.3382,0.4563,0.4559,0.2231,0.5,0.0254,0.0669,0.982,0.5296,0.4455,poverty,Medium
551,Plateau_LGA_09,Plateau,NC,8.889,8.9125,155038,70370,22424,0.3187,0.3423,0.4743,0.1965,0.5,0.02066,0.0557,1.127,0.6271,0.6268,poverty,Medium
552,Plateau_LGA_10,Plateau,NC,9.9899,10.1644,26309,11098,4602,0.4147,0.3904,0.5382,0.1329,1.11,0.01,0.0657,1.072,0.5789,0.5495,poverty,High
553,Plateau_LGA_11,Plateau,NC,9.4088,9.423,105487,57988,22138,0.3818,0.6744,0.4727,0.1055,2.55,0.01,0.0624,1.043,0.5671,0.2695,poverty,Medium
554,Plateau_LGA_12,Plateau,NC,9.2402,9.6382,153199,70822,23717,0.3349,0.4265,0.3736,0.2107,0.5,0.02458,0.062,0.862,0.5243,0.5408,poverty,Medium
555,Plateau_LGA_13,Plateau,NC,9.7143,9.19,48589,26008,13751,0.5287,0.5581,0.6444,0.2376,6.82,0.01,0.0708,0.833,0.5804,0.4564,poverty,High
556,Plateau_LGA_14,Plateau,NC,9.7613,9.5342,237342,96037,40908,0.426,0.5371,0.5211,0.2624,0.5,0.02006,0.0366,0.468,0.7011,0.3391,poverty,High
557,Plateau_LGA_15,Plateau,NC,8.9435,9.8476,123382,63450,29719,0.4684,0.3985,0.4948,0.2175,8.76,0.02874,0.052,0.836,0.6756,0.5213,poverty,High
558,Plateau_LGA_16,Plateau,NC,9.6622,8.9478,59849,29617,11725,0.3959,0.3994,0.4369,0.2612,1.68,0.01148,0.0618,0.088,0.5941,0.5886,poverty,Medium
559,Plateau_LGA_17,Plateau,NC,10.0071,8.9982,167710,78446,32137,0.4097,0.4771,0.5465,0.2481,3.21,0.01862,0.0467,0.739,0.5391,0.3783,poverty,High
560,Rivers_LGA_01,Rivers,SS,4.0181,7.525,82997,43535,13407,0.308,0.2068,0.3936,0.0,2.17,0.01954,0.0523,0.582,0.573,0.6739,school_supply,Medium
561,Rivers_LGA_02,Rivers,SS,4.9042,6.4461,84900,39497,14194,0.3594,0.3627,0.396,0.0933,2.28,0.01856,0.0543,0.349,0.5089,0.5925,poverty,Medium
562,Rivers_LGA_03,Rivers,SS,4.6616,6.5672,144659,76451,33293,0.4355,0.3132,0.3421,0.1297,13.06,0.01736,0.0435,0.351,0.8442,0.6392,distance,High
563,Rivers_LGA_04,Rivers,SS,4.1686,6.6155,104611,48754,16548,0.3394,0.272,0.2604,0.0799,7.94,0.01,0.0659,0.89,0.702,0.6931,poverty,Medium
564,Rivers_LGA_05,Rivers,SS,4.6848,7.0023,115671,50904,16887,0.3318,0.4036,0.3753,0.1081,4.71,0.03275,0.0452,0.917,0.7531,0.5063,poverty,Medium
565,Rivers_LGA_06,Rivers,SS,5.338,6.8692,215357,106649,35400,0.3319,0.3713,0.4266,0.1277,2.6,0.02534,0.0444,0.936,0.7189,0.5562,poverty,Medium
566,Rivers_LGA_07,Rivers,SS,5.1441,6.794,111456,47952,18710,0.3902,0.4368,0.394,0.1334,2.56,0.02931,0.0454,1.015,0.6422,0.4476,poverty,Medium
567,Rivers_LGA_08,Rivers,SS,5.2013,6.6614,219420,104243,27604,0.2648,0.3464,0.1699,0.0993,3.33,0.0167,0.0593,0.876,0.6014,0.6308,poverty,Medium
568,Rivers_LGA_09,Rivers,SS,4.6399,7.2057,33975,17086,6576,0.3849,0.2567,0.4848,0.0991,9.68,0.01662,0.0618,0.643,0.5964,0.635,conflict,Medium
569,Rivers_LGA_10,Rivers,SS,4.5231,7.7021,61922,33804,8818,0.2609,0.3287,0.2834,0.1165,4.52,0.02004,0.0531,0.294,0.7049,0.589,poverty,Medium
570,Rivers_LGA_11,Rivers,SS,5.0171,7.1149,116230,48063,17915,0.3727,0.4268,0.2956,0.1898,0.5,0.01658,0.0524,0.694,0.7888,0.4493,poverty,Medium
571,Rivers_LGA_12,Rivers,SS,4.9458,6.7301,174009,76824,17695,0.2303,0.3388,0.1116,0.0,1.34,0.01984,0.0493,0.99,0.676,0.5397,poverty,Medium
572,Rivers_LGA_13,Rivers,SS,4.4382,6.534,187314,95750,34833,0.3638,0.4221,0.2379,0.0565,3.51,0.02896,0.0487,0.592,0.7941,0.6272,poverty,Medium
573,Rivers_LGA_14,Rivers,SS,4.0423,6.3936,211664,101872,19081,0.1873,0.2474,0.2795,0.0687,1.61,0.01375,0.0471,0.96,0.7104,0.5841,poverty,Low
574,Rivers_LGA_15,Rivers,SS,5.0172,7.4336,95805,48469,14408,0.2973,0.3705,0.2213,0.1123,0.5,0.01051,0.0574,1.045,0.7959,0.5361,poverty,Medium
575,Rivers_LGA_16,Rivers,SS,4.8368,7.6472,61081,30146,12386,0.4109,0.1563,0.2698,0.1046,13.71,0.03463,0.0384,0.631,0.6476,0.7311,distance,High
576,Sokoto_LGA_01,Sokoto,NW,13.7876,4.7401,168370,92108,56368,0.612,0.9245,0.5121,0.3947,7.3,0.01,0.0817,0.965,0.1787,0.0519,poverty,Critical
577,Sokoto_LGA_02,Sokoto,NW,12.3415,5.9276,61077,30778,16934,0.5502,0.7333,0.3707,0.3936,9.04,0.01192,0.0951,0.507,0.4303,0.2182,poverty,High
578,Sokoto_LGA_03,Sokoto,NW,13.1517,4.552,9149,4479,2201,0.4915,0.8552,0.1531,0.3887,2.8,0.02519,0.067,0.449,0.2889,0.1397,poverty,High
579,Sokoto_LGA_04,Sokoto,NW,13.7523,5.1022,111008,46148,27946,0.6056,0.862,0.4224,0.3729,15.15,0.02111,0.0705,0.626,0.3823,0.195,poverty,Critical
580,Sokoto_LGA_05,Sokoto,NW,12.4871,4.8551,70037,29590,15981,0.5401,0.9183,0.346,0.3879,4.42,0.01923,0.0689,1.565,0.2577,0.0703,poverty,High
581,Sokoto_LGA_06,Sokoto,NW,12.2826,5.6879,153902,66223,39178,0.5916,0.8012,0.2884,0.5075,5.54,0.02497,0.0767,0.694,0.3076,0.1014,poverty,High
582,Sokoto_LGA_07,Sokoto,NW,13.7754,5.5058,193932,93843,50095,0.5338,0.7481,0.5443,0.3565,0.5,0.02808,0.0785,0.387,0.2349,0.2697,poverty,High
583,Sokoto_LGA_08,Sokoto,NW,12.7049,4.4816,32460,12994,6706,0.5162,0.8577,0.3066,0.3512,1.19,0.01476,0.0525,0.995,0.2611,0.1514,poverty,High
