child_id,lga_id,state,geopolitical_zone,gender,age,grade_level,attendance_rate,math_score,literacy_score,household_income_usd_day,parent_edu_level,sibling_count,distance_to_school_km,disability,conflict_displaced,school_fee_burden,has_birth_certificate,meal_programme_access,poverty_rate_lga,conflict_score_lga,teacher_pupil_ratio,dropout
17945,263,Jigawa,NW,F,7,1,0.279,29.4,30.6,1.64,0,8,10.76,0,0,0.667,1,1,0.8152,0.4013,0.02034,1
17946,133,Borno,NE,M,13,8,0.369,41.8,40.3,0.1,0,6,5.04,0,0,0.252,1,0,0.6464,1.0,0.01,1
17947,344,Katsina,NW,M,13,7,0.61,59.6,52.3,0.41,1,7,1.44,0,0,0.753,0,1,0.8235,0.4946,0.02158,1
17948,176,Ebonyi,SE,F,8,4,0.956,66.9,62.3,0.24,2,9,1.88,0,0,0.103,1,0,0.1852,0.0,0.03008,0
17949,391,Kwara,NC,M,12,8,0.715,51.0,69.4,0.59,1,2,30.0,0,0,0.31,1,0,0.4309,0.1117,0.01845,1
17950,11,Adamawa,NE,M,8,2,0.52,41.5,53.3,2.0,1,5,0.44,0,0,0.558,0,0,0.7751,0.7838,0.02345,1
17951,201,Ekiti,SW,M,13,7,0.964,76.4,80.2,0.5,2,1,0.39,0,0,0.0,1,0,0.0812,0.1141,0.03072,0
17952,3,Abia,SE,F,11,5,0.902,73.8,67.8,2.11,2,7,0.2,0,0,0.213,1,0,0.4513,0.0594,0.02513,0
17953,214,Enugu,SE,M,8,2,0.811,68.0,62.2,3.54,2,3,6.27,1,0,0.235,1,1,0.2088,0.0531,0.0455,0
17954,307,Kano,NW,M,12,8,0.514,47.5,43.2,0.14,0,5,1.02,0,0,0.699,0,1,0.8647,0.4559,0.01326,1
17955,544,Plateau,NC,F,10,5,0.642,57.1,63.2,0.13,0,9,1.41,0,0,0.353,1,0,0.5732,0.4394,0.01291,0
17956,560,Rivers,SS,F,8,3,0.527,54.6,42.3,0.39,2,4,4.58,0,1,0.09,1,0,0.2068,0.3936,0.01954,0
17957,327,Kano,NW,M,14,9,0.503,32.0,58.0,0.78,1,2,16.11,0,0,0.664,1,0,0.6438,0.2486,0.01,0
17958,199,Edo,SS,F,12,7,0.679,67.7,74.0,1.32,0,2,3.97,0,0,0.346,1,0,0.3715,0.1049,0.0116,0
17959,601,Taraba,NE,M,7,1,0.538,55.5,53.1,0.1,0,3,1.67,0,0,0.56,0,1,0.7247,0.6116,0.03268,0
17960,109,Benue,NC,F,15,9,0.625,59.2,57.9,1.26,3,5,4.34,0,0,0.522,1,0,0.4908,0.4895,0.01905,1
17961,291,Kaduna,NW,F,7,3,0.103,34.7,48.2,0.1,1,6,5.56,0,1,0.535,1,0,0.7106,0.7791,0.02535,1
17962,108,Benue,NC,M,11,6,0.746,63.0,69.7,3.58,0,3,3.85,0,0,0.012,1,0,0.2136,0.3753,0.023,0
17963,408,Lagos,SW,F,12,8,0.889,84.1,81.5,2.47,2,7,3.72,0,0,0.284,1,1,0.1888,0.0025,0.03231,0
17964,552,Plateau,NC,F,8,4,0.761,75.5,57.9,0.22,3,4,1.45,0,0,0.47,1,0,0.3904,0.5382,0.01,0
17965,52,Anambra,SE,F,11,5,0.86,46.4,74.2,0.52,3,3,2.39,0,0,0.087,1,1,0.2383,0.1565,0.03249,0
17966,112,Benue,NC,M,14,8,0.874,71.3,70.1,0.62,3,3,0.69,0,0,0.558,1,1,0.4482,0.4377,0.0108,0
17967,295,Kano,NW,F,13,7,0.35,44.7,49.3,0.85,1,6,3.74,0,0,0.529,0,0,0.7618,0.6384,0.02022,1
17968,580,Sokoto,NW,M,14,9,0.413,65.4,40.7,1.43,1,8,5.61,0,0,0.698,0,0,0.9183,0.346,0.01923,0
17969,189,Edo,SS,F,6,1,0.683,34.9,56.3,6.42,1,3,3.2,0,0,0.333,1,0,0.3329,0.02,0.01942,0
17970,65,Bauchi,NE,M,10,4,0.617,58.4,82.6,1.34,0,7,17.75,0,1,0.975,0,0,0.8033,0.5018,0.0207,1
17971,574,Rivers,SS,M,7,1,0.821,100.0,65.7,0.36,2,10,0.2,0,0,0.264,1,0,0.3705,0.2213,0.01051,0
17972,465,Ogun,SW,M,14,8,0.893,73.7,57.3,2.58,2,13,4.26,0,0,0.282,0,1,0.2016,0.1759,0.01975,0
17973,258,Jigawa,NW,F,12,8,0.407,44.9,68.4,0.21,0,9,2.79,0,0,0.433,0,0,0.817,0.2419,0.02601,1
17974,634,Zamfara,NW,F,12,7,0.078,30.0,18.9,2.77,1,7,0.2,0,0,0.81,1,1,0.939,0.8805,0.01372,1
17975,331,Kano,NW,M,15,9,0.83,52.7,53.3,0.1,0,14,5.31,0,0,0.78,0,0,0.7005,0.3947,0.02315,1
17976,501,Osun,SW,M,6,2,0.791,61.5,54.3,0.55,3,8,0.2,0,0,0.097,0,1,0.1608,0.0656,0.02992,0
17977,210,Ekiti,SW,F,10,4,0.927,90.0,78.3,1.42,2,8,14.31,0,0,0.088,1,0,0.1316,0.1109,0.02232,0
17978,89,Bayelsa,SS,M,11,6,0.78,47.9,64.6,0.84,1,5,15.62,0,0,0.196,1,1,0.3834,0.168,0.02527,0
17979,28,Adamawa,NE,F,8,2,0.224,33.6,39.6,3.29,0,8,11.31,1,0,0.491,1,1,0.7378,0.7383,0.01896,1
17980,238,Gombe,NE,M,15,9,0.57,66.6,38.9,0.1,0,4,0.25,0,0,0.555,1,0,0.6302,0.4288,0.01,0
17981,336,Kano,NW,M,8,4,0.579,57.6,45.4,0.1,2,6,5.54,1,0,0.264,0,0,0.6478,0.424,0.02905,1
17982,63,Bauchi,NE,M,8,2,0.586,47.4,55.2,1.18,1,5,3.83,0,0,0.61,1,1,0.6598,0.562,0.01728,0
17983,553,Plateau,NC,M,9,5,0.673,68.7,77.1,0.1,2,5,1.83,0,0,0.576,0,1,0.6744,0.4727,0.01,0
17984,500,Osun,SW,M,9,3,0.942,88.6,71.1,3.97,3,4,2.48,0,0,0.347,1,0,0.2499,0.0502,0.01612,0
17985,541,Oyo,SW,F,7,1,0.705,46.9,70.2,1.02,3,1,2.15,0,0,0.395,1,0,0.095,0.1427,0.01193,0
17986,469,Ogun,SW,F,10,5,0.734,60.0,66.2,2.05,3,5,2.1,1,0,0.266,0,1,0.2595,0.2645,0.02469,0
17987,592,Sokoto,NW,F,8,2,0.285,32.0,36.1,0.73,2,6,1.14,1,0,0.708,1,0,0.8919,0.3271,0.01549,1
17988,51,Anambra,SE,F,9,5,0.717,59.5,77.7,0.27,0,6,3.4,0,0,0.361,1,1,0.0748,0.2785,0.01,0
17989,112,Benue,NC,M,15,9,0.69,51.1,57.9,0.31,3,6,1.86,0,0,0.415,1,0,0.4482,0.4377,0.0108,0
17990,301,Kano,NW,M,9,3,0.632,76.8,69.4,0.37,0,1,4.75,1,0,0.747,0,0,0.7831,0.4587,0.02135,1
17991,90,Bayelsa,SS,M,6,1,0.746,76.2,63.8,2.47,1,5,0.91,0,0,0.176,1,0,0.41,0.4934,0.01228,0
17992,229,FCT Abuja,NC,F,9,5,0.88,80.6,92.9,0.39,3,12,13.01,0,0,0.415,1,0,0.4247,0.2178,0.02142,0
17993,150,Cross River,SS,F,10,6,0.848,89.3,64.9,4.1,2,3,10.28,0,1,0.461,1,0,0.2376,0.3123,0.02991,0
17994,138,Borno,NE,M,11,7,0.465,25.9,54.4,1.47,1,3,0.6,0,0,0.576,0,0,0.8203,0.8003,0.02027,0
17995,135,Borno,NE,M,13,8,0.473,35.5,23.9,3.01,1,6,5.6,0,0,0.628,0,0,0.7146,0.946,0.01659,1
17996,457,Ogun,SW,M,9,3,0.945,73.1,77.4,0.44,2,7,0.6,0,0,0.092,1,0,0.3599,0.2002,0.01761,0
17997,601,Taraba,NE,M,7,2,0.485,45.3,62.4,0.81,1,4,1.01,0,0,0.473,1,0,0.7247,0.6116,0.03268,1
17998,494,Osun,SW,F,9,4,0.94,60.2,71.9,1.88,3,2,5.7,1,0,0.166,1,0,0.2051,0.2684,0.01973,1
17999,527,Oyo,SW,M,10,5,0.86,60.0,65.0,1.36,1,2,3.2,0,0,0.522,0,1,0.4089,0.0426,0.02884,0
18000,333,Kano,NW,F,8,4,0.571,43.6,60.2,1.22,3,5,0.2,0,0,0.846,1,1,0.7703,0.3732,0.02318,0
18001,362,Kebbi,NW,M,7,3,0.736,61.3,75.8,1.03,2,4,1.53,0,0,0.618,1,0,0.8165,0.3868,0.01385,1
18002,174,Ebonyi,SE,F,15,9,0.782,65.1,69.7,0.61,1,4,15.9,0,0,0.175,1,1,0.3976,0.2169,0.01,0
18003,602,Taraba,NE,M,11,6,0.597,64.3,65.1,1.38,0,6,6.12,0,0,0.574,1,0,0.6632,0.6634,0.0259,0
18004,213,Enugu,SE,F,11,6,0.956,66.4,77.8,0.19,2,3,6.62,0,0,0.146,1,1,0.1964,0.1432,0.02813,0
18005,343,Katsina,NW,F,8,3,0.025,49.9,45.1,0.42,1,5,0.2,1,0,0.691,1,1,0.6835,0.4542,0.022,1
18006,61,Bauchi,NE,F,9,5,0.281,36.3,31.7,0.56,1,5,6.86,0,0,0.789,1,1,0.838,0.5868,0.02181,1
18007,61,Bauchi,NE,F,13,8,0.168,64.3,43.1,0.49,1,6,6.71,0,0,0.709,1,0,0.838,0.5868,0.02181,1
18008,524,Oyo,SW,F,6,1,0.694,85.3,61.1,0.74,3,8,1.95,0,0,0.139,1,0,0.1471,0.2478,0.02079,0
18009,216,Enugu,SE,F,13,9,0.597,54.8,65.7,2.46,3,3,4.24,0,0,0.403,1,0,0.3209,0.2142,0.01319,0
18010,589,Sokoto,NW,F,12,8,0.364,57.6,51.9,0.87,0,6,7.51,0,0,0.887,0,0,0.7816,0.3613,0.01387,1
18011,624,Yobe,NE,F,9,4,0.21,37.1,17.2,0.73,0,2,3.38,0,0,0.654,0,0,0.769,0.7987,0.02244,1
18012,578,Sokoto,NW,M,6,1,0.617,75.8,60.3,0.65,1,5,2.35,0,0,0.534,0,0,0.8552,0.1531,0.02519,1
18013,423,Nasarawa,NC,F,10,5,0.714,74.8,66.7,2.36,1,3,0.2,0,0,0.144,1,0,0.4754,0.3814,0.01537,0
18014,423,Nasarawa,NC,M,8,3,0.523,49.6,76.3,0.24,0,8,0.87,1,0,0.301,1,0,0.4754,0.3814,0.01537,0
18015,371,Kogi,NC,M,14,9,0.751,64.4,40.0,3.93,3,4,1.39,0,0,0.274,0,1,0.4172,0.1891,0.01852,0
18016,206,Ekiti,SW,F,7,3,1.0,85.0,79.6,1.57,1,7,2.88,0,0,0.29,1,1,0.2313,0.0606,0.02899,0
18017,286,Kaduna,NW,F,13,7,0.409,28.4,43.3,1.16,2,8,4.68,0,0,0.556,0,0,0.8388,0.4875,0.01852,1
18018,105,Benue,NC,M,7,2,0.783,63.9,74.0,0.48,1,9,3.2,0,0,0.377,1,0,0.4354,0.5576,0.0173,0
18019,543,Plateau,NC,F,9,3,0.703,70.6,77.1,6.21,2,8,0.96,0,0,0.359,0,1,0.4868,0.3983,0.01789,0
18020,242,Gombe,NE,M,14,9,0.572,43.5,57.1,1.05,3,6,0.2,0,0,0.532,1,1,0.7937,0.6097,0.0104,0
18021,491,Osun,SW,F,10,4,0.905,64.7,80.4,1.38,2,4,1.02,0,0,0.24,1,0,0.319,0.0,0.02488,0
18022,498,Osun,SW,M,15,9,0.893,77.6,60.3,3.54,3,4,3.81,0,0,0.067,1,1,0.1665,0.1812,0.01857,0
18023,435,Niger,NC,F,14,9,0.549,43.4,60.2,0.51,0,5,2.03,0,0,0.109,1,0,0.4069,0.1891,0.01324,0
18024,484,Ondo,SW,F,11,6,0.976,73.6,78.8,0.6,1,1,5.89,0,0,0.0,1,0,0.05,0.0456,0.01449,0
18025,447,Niger,NC,M,9,4,0.875,77.4,64.3,1.59,3,5,6.59,0,0,0.273,1,0,0.4103,0.0876,0.01738,0
18026,384,Kwara,NC,M,13,8,0.886,71.6,67.5,0.23,1,4,6.5,0,0,0.236,1,0,0.2204,0.1515,0.02094,0
18027,510,Oyo,SW,M,14,9,0.939,82.7,56.9,3.14,2,1,7.38,0,0,0.153,1,1,0.1681,0.0,0.02767,0
18028,170,Ebonyi,SE,F,8,3,0.543,54.4,49.0,0.61,0,4,0.96,0,0,0.446,1,0,0.3527,0.2127,0.03572,0
18029,323,Kano,NW,F,10,4,0.295,33.5,52.2,2.02,2,6,0.2,0,0,0.399,0,0,0.828,0.2504,0.01631,1
18030,474,Ondo,SW,M,15,9,1.0,70.1,87.5,1.13,2,6,1.07,0,0,0.0,1,0,0.1356,0.0015,0.01804,0
18031,232,Gombe,NE,M,15,9,0.555,71.9,52.8,2.57,0,9,1.87,0,0,0.53,0,1,0.6687,0.4478,0.01941,1
18032,359,Kebbi,NW,F,8,4,0.405,70.9,16.8,3.18,2,5,3.04,1,0,0.943,1,1,0.8979,0.2538,0.01496,1
18033,275,Kaduna,NW,F,6,1,0.38,40.9,18.2,0.1,1,5,2.33,0,0,0.751,1,0,0.8649,0.6137,0.02223,1
18034,32,Akwa Ibom,SS,F,9,4,0.801,67.9,68.2,2.32,1,6,2.65,0,0,0.657,1,1,0.4371,0.3328,0.01918,0
18035,177,Ebonyi,SE,M,8,2,0.817,71.7,55.2,2.51,3,4,1.08,0,0,0.0,1,0,0.2093,0.2789,0.01904,0
18036,65,Bauchi,NE,M,7,3,0.554,58.9,26.0,0.32,1,4,18.56,0,1,0.509,0,0,0.8033,0.5018,0.0207,1
18037,27,Adamawa,NE,F,12,8,0.472,37.7,40.4,0.22,0,4,2.6,1,0,0.546,1,0,0.7027,0.7591,0.02307,1
18038,479,Ondo,SW,M,15,9,0.767,64.1,70.4,2.21,2,4,6.05,0,0,0.251,1,0,0.2722,0.1073,0.01,0
18039,268,Jigawa,NW,F,11,7,0.367,60.1,38.3,0.1,1,7,18.23,0,0,0.627,1,0,0.7381,0.4203,0.01959,1
18040,597,Sokoto,NW,F,13,8,0.385,34.4,41.8,0.92,0,7,4.44,0,0,0.548,1,1,0.8399,0.4334,0.01624,1
18041,66,Bauchi,NE,M,14,9,0.49,58.2,57.3,1.64,1,6,3.55,0,0,0.79,0,0,0.8079,0.6063,0.0199,1
18042,133,Borno,NE,F,12,8,0.346,34.5,28.7,0.1,0,2,5.28,0,0,0.592,1,0,0.6464,1.0,0.01,1
18043,366,Kebbi,NW,M,15,9,0.819,89.8,64.7,2.64,0,5,9.23,0,0,0.773,0,0,0.8447,0.2554,0.02021,1
18044,82,Bayelsa,SS,M,11,6,0.89,69.4,73.1,2.1,1,1,3.86,0,0,0.339,1,0,0.2382,0.1456,0.01503,0
18045,328,Kano,NW,M,13,8,0.487,42.1,72.7,0.36,2,6,4.57,0,0,0.818,1,0,0.9478,0.4182,0.01231,1
18046,98,Benue,NC,F,10,4,0.501,56.9,40.2,0.1,3,5,3.88,0,0,0.483,1,0,0.2832,0.5614,0.01,0
18047,585,Sokoto,NW,M,9,3,0.439,32.4,29.2,1.06,0,7,1.2,0,1,0.789,0,1,0.9205,0.4274,0.01,1
18048,327,Kano,NW,F,12,8,0.587,63.6,55.8,0.77,2,2,15.18,0,0,0.508,1,0,0.6438,0.2486,0.01,1
18049,542,Oyo,SW,M,8,3,1.0,76.2,75.3,0.88,1,6,0.91,0,0,0.0,1,1,0.1167,0.1073,0.0165,0
18050,125,Borno,NE,F,14,9,0.174,25.6,33.9,0.11,1,4,5.22,0,0,0.536,1,1,0.7726,0.8801,0.02113,1
18051,210,Ekiti,SW,F,9,5,0.783,64.2,53.4,1.07,1,5,15.48,0,0,0.008,1,0,0.1316,0.1109,0.02232,0
18052,133,Borno,NE,F,13,9,0.223,40.9,28.6,4.7,1,3,3.45,0,1,0.317,0,1,0.6464,1.0,0.01,1
18053,503,Osun,SW,M,8,2,1.0,84.2,69.9,0.79,2,1,4.09,0,0,0.0,1,0,0.0904,0.1596,0.0284,0
18054,157,Delta,SS,M,9,4,0.504,53.5,56.1,0.13,1,7,1.84,0,0,0.597,1,0,0.4735,0.3257,0.02643,0
18055,559,Plateau,NC,M,12,8,0.688,62.0,66.1,0.11,1,4,4.07,0,0,0.185,1,1,0.4771,0.5465,0.01862,0
18056,382,Kwara,NC,M,14,9,0.647,59.9,78.0,0.68,1,5,3.86,0,0,0.274,1,1,0.5817,0.2585,0.0141,0
18057,22,Adamawa,NE,M,11,6,0.445,53.6,56.2,1.11,0,6,4.41,0,0,0.677,1,0,0.7884,0.5255,0.01075,0
18058,595,Sokoto,NW,M,8,3,0.572,41.5,67.3,0.69,2,9,1.68,0,0,0.804,0,0,0.7986,0.4659,0.03441,0
18059,419,Nasarawa,NC,F,10,5,0.588,57.3,70.7,1.11,1,5,0.43,0,0,0.349,0,1,0.3954,0.5451,0.01911,0
18060,472,Ogun,SW,F,13,8,0.904,89.0,76.2,3.32,2,3,3.92,0,0,0.118,1,0,0.195,0.0468,0.01,0
18061,234,Gombe,NE,M,7,2,0.571,57.6,68.5,1.45,0,7,3.09,0,1,0.662,0,1,0.783,0.4274,0.01442,0
18062,572,Rivers,SS,F,10,4,0.687,64.1,71.1,2.44,2,6,3.71,0,0,0.201,0,0,0.4221,0.2379,0.02896,0
18063,454,Ogun,SW,M,12,6,0.94,79.9,87.5,0.24,1,3,1.08,0,0,0.0,1,1,0.135,0.0,0.01106,0
18064,570,Rivers,SS,F,10,6,0.711,38.7,56.3,3.5,2,6,0.2,0,0,0.447,1,0,0.4268,0.2956,0.01658,0
18065,162,Delta,SS,F,9,4,0.811,54.4,89.2,1.77,3,6,5.36,0,0,0.394,0,1,0.4498,0.5813,0.01487,0
18066,301,Kano,NW,M,9,4,0.543,36.4,64.0,0.5,1,4,2.89,0,0,0.544,0,0,0.7831,0.4587,0.02135,0
18067,306,Kano,NW,M,15,9,0.436,65.6,45.6,0.1,1,11,1.46,0,0,0.667,1,0,0.8854,0.4436,0.02142,0
18068,2,Abia,SE,M,14,9,0.984,80.9,87.4,1.38,3,8,1.38,0,0,0.249,1,0,0.3095,0.0041,0.01846,0
18069,271,Kaduna,NW,F,10,6,0.096,47.4,35.5,0.48,0,4,0.52,0,0,0.618,1,0,0.7459,0.7227,0.02992,1
18070,421,Nasarawa,NC,M,11,5,0.701,66.1,51.1,0.11,2,4,1.13,0,1,0.204,1,0,0.4968,0.3588,0.03458,0
18071,143,Borno,NE,M,10,4,0.51,54.0,44.7,0.56,0,8,0.2,1,0,0.635,0,0,0.7848,0.872,0.01,1
18072,535,Oyo,SW,M,6,2,0.984,86.8,77.5,5.36,1,4,1.12,0,0,0.0,1,0,0.2017,0.1774,0.03492,0
18073,37,Akwa Ibom,SS,F,7,3,0.664,56.7,55.1,0.5,0,8,4.65,0,0,0.355,1,1,0.3573,0.2581,0.0135,0
18074,107,Benue,NC,M,13,9,0.601,58.1,40.2,0.5,2,3,1.37,0,0,0.333,1,0,0.4645,0.4089,0.02546,0
18075,297,Kano,NW,F,8,2,0.279,36.3,34.8,0.93,0,4,0.64,0,0,0.437,0,0,0.7997,0.4744,0.01787,1
18076,97,Benue,NC,M,8,3,0.566,41.0,60.3,0.23,1,9,2.87,0,0,0.426,1,1,0.6103,0.5824,0.01671,0
18077,281,Kaduna,NW,M,13,8,0.409,46.5,50.2,0.72,2,8,1.2,1,0,0.788,0,0,0.8442,0.659,0.02771,1
18078,110,Benue,NC,M,11,6,0.692,56.1,58.4,0.47,2,4,11.57,0,0,0.281,1,0,0.5291,0.504,0.01,0
18079,549,Plateau,NC,M,9,4,0.938,69.8,68.4,0.99,3,6,4.92,0,0,0.224,1,0,0.4416,0.2876,0.01138,0
18080,552,Plateau,NC,F,11,5,0.695,61.6,59.4,0.63,3,5,1.63,0,0,0.294,1,1,0.3904,0.5382,0.01,0
18081,597,Sokoto,NW,M,15,9,0.657,52.0,57.1,0.69,0,6,4.28,0,0,0.743,1,0,0.8399,0.4334,0.01624,1
18082,188,Edo,SS,M,9,3,0.79,79.0,67.9,0.49,3,3,0.2,0,0,0.355,0,0,0.4865,0.2216,0.01511,0
18083,488,Ondo,SW,F,6,1,0.84,66.9,62.6,0.49,3,9,4.57,0,0,0.4,1,1,0.1755,0.2153,0.03176,0
18084,354,Kebbi,NW,F,7,1,0.295,45.9,40.4,1.97,1,9,0.21,0,0,0.748,1,1,0.892,0.3813,0.01907,0
18085,19,Adamawa,NE,M,11,7,0.554,31.4,60.6,0.29,2,4,1.92,1,0,0.493,0,0,0.7425,0.5242,0.01,1
18086,393,Kwara,NC,F,10,6,0.776,69.6,51.9,0.81,2,13,1.03,0,0,0.265,1,0,0.4898,0.2532,0.01,0
18087,261,Jigawa,NW,M,9,5,0.514,52.3,27.9,0.68,0,4,1.24,0,0,0.504,1,0,0.723,0.3045,0.03201,0
18088,410,Lagos,SW,M,15,9,0.87,75.9,74.5,0.13,2,0,10.21,0,0,0.0,1,0,0.1796,0.0,0.02653,0
18089,403,Lagos,SW,M,9,5,0.919,88.2,77.8,0.15,1,3,10.89,0,0,0.174,1,1,0.235,0.2176,0.0174,0
18090,484,Ondo,SW,M,10,4,0.98,83.6,75.3,2.16,3,7,4.08,0,0,0.0,1,0,0.05,0.0456,0.01449,0
18091,304,Kano,NW,F,8,4,0.37,46.5,25.5,1.35,0,6,3.85,0,0,0.918,1,0,0.8024,0.3843,0.01,1
18092,624,Yobe,NE,F,8,3,0.125,23.7,22.9,1.8,1,8,1.97,0,0,0.647,0,0,0.769,0.7987,0.02244,1
18093,18,Adamawa,NE,F,14,9,0.269,36.2,35.2,0.11,0,6,1.22,0,0,0.574,1,0,0.727,0.5537,0.03005,1
18094,184,Ebonyi,SE,M,14,8,1.0,96.5,67.3,1.2,2,6,20.14,0,0,0.0,1,1,0.1326,0.0083,0.01871,0
18095,405,Lagos,SW,M,11,5,0.987,81.6,71.6,1.25,1,4,5.44,0,0,0.348,1,0,0.1968,0.1716,0.02082,0
18096,131,Borno,NE,F,7,2,0.272,34.9,29.5,0.22,0,4,13.16,0,1,0.412,1,1,0.7751,0.9008,0.01484,1
18097,479,Ondo,SW,F,12,7,0.596,64.2,46.9,2.18,1,5,4.83,0,0,0.448,1,1,0.2722,0.1073,0.01,0
18098,8,Abia,SE,M,9,3,0.842,51.9,81.9,1.87,1,7,4.2,0,0,0.0,1,1,0.1642,0.0,0.01245,0
18099,318,Kano,NW,M,11,6,0.58,68.2,53.4,0.1,0,8,0.85,0,0,0.513,1,0,0.7568,0.4981,0.03259,0
18100,391,Kwara,NC,F,10,4,0.682,73.2,60.4,0.56,2,6,30.0,0,0,0.339,1,0,0.4309,0.1117,0.01845,0
18101,519,Oyo,SW,F,13,8,0.863,56.9,70.1,3.02,2,1,1.49,0,0,0.198,1,1,0.3106,0.1767,0.02793,0
18102,136,Borno,NE,F,7,3,0.16,43.8,30.9,0.47,1,5,7.69,0,0,0.423,1,1,0.7494,0.967,0.01783,1
18103,531,Oyo,SW,M,15,9,0.784,80.2,86.5,1.06,3,6,0.2,0,0,0.165,1,1,0.1214,0.199,0.01,0
18104,367,Kebbi,NW,M,14,9,0.508,40.6,59.1,0.53,2,4,0.2,0,0,0.52,1,0,0.86,0.3357,0.02085,1
18105,489,Ondo,SW,F,14,9,0.924,67.2,77.4,3.9,3,3,10.4,0,0,0.0,1,1,0.1968,0.097,0.01203,0
18106,11,Adamawa,NE,F,10,5,0.052,23.3,22.5,0.14,1,8,3.03,0,1,0.731,1,0,0.7751,0.7838,0.02345,1
18107,553,Plateau,NC,F,14,8,0.595,47.0,47.2,0.93,1,4,2.69,0,0,0.696,1,0,0.6744,0.4727,0.01,1
18108,446,Niger,NC,F,7,2,0.595,41.3,58.7,2.02,1,5,13.64,0,1,0.265,1,1,0.4503,0.2605,0.01,0
18109,114,Benue,NC,M,11,7,0.857,70.6,70.3,0.63,3,8,21.14,0,0,0.153,0,1,0.4248,0.3065,0.01805,0
18110,196,Edo,SS,F,10,4,0.567,57.3,57.1,0.16,1,3,2.17,0,0,0.275,0,0,0.3494,0.293,0.0143,0
18111,323,Kano,NW,F,8,3,0.517,44.7,67.8,0.1,2,2,0.2,1,0,0.794,0,0,0.828,0.2504,0.01631,1
18112,512,Oyo,SW,F,6,1,0.844,57.9,68.0,0.53,1,6,4.89,0,0,0.033,1,0,0.0966,0.058,0.03374,0
18113,628,Yobe,NE,M,15,9,0.729,55.8,66.5,0.44,1,4,0.2,0,0,0.379,1,1,0.7357,0.9023,0.01688,1
18114,630,Yobe,NE,M,9,5,0.178,3.7,34.2,1.59,0,6,0.2,0,0,0.864,1,0,0.8067,0.8767,0.01,1
18115,165,Delta,SS,F,14,9,0.916,97.7,62.9,0.19,3,6,0.2,0,0,0.202,1,1,0.3265,0.2544,0.01638,0
18116,252,Imo,SE,F,15,9,0.886,77.3,72.3,1.66,3,6,7.42,0,0,0.28,1,0,0.29,0.1745,0.01513,0
18117,44,Akwa Ibom,SS,M,7,2,0.781,34.6,78.8,1.34,3,3,7.66,0,0,0.268,1,0,0.3652,0.0545,0.0179,0
18118,470,Ogun,SW,F,6,2,0.881,78.8,53.9,1.9,2,4,5.29,0,0,0.246,1,0,0.1563,0.2486,0.01046,0
18119,489,Ondo,SW,F,8,2,0.742,61.2,74.1,0.16,1,7,8.42,0,0,0.199,1,1,0.1968,0.097,0.01203,0
18120,181,Ebonyi,SE,M,10,6,0.907,78.7,72.1,4.04,2,6,0.54,0,0,0.137,1,0,0.1311,0.1719,0.02084,0
18121,77,Bauchi,NE,F,14,9,0.307,22.6,55.1,0.11,1,1,5.94,0,0,0.599,0,1,0.7231,0.662,0.02342,1
18122,374,Kogi,NC,F,11,7,0.623,65.4,51.9,0.52,0,7,0.2,0,0,0.287,1,1,0.3179,0.3425,0.02651,0
18123,628,Yobe,NE,M,12,6,0.451,45.6,36.2,0.13,0,3,2.2,0,0,0.929,0,1,0.7357,0.9023,0.01688,1
18124,67,Bauchi,NE,F,13,7,0.684,84.4,51.3,0.29,0,6,2.69,0,0,0.614,1,0,0.8496,0.5569,0.01306,1
18125,525,Oyo,SW,M,9,4,0.997,77.7,84.3,0.1,3,5,0.2,0,0,0.252,1,0,0.2405,0.082,0.01662,0
18126,92,Bayelsa,SS,M,15,9,0.882,73.7,62.7,2.41,2,6,7.12,1,1,0.232,1,0,0.3464,0.4291,0.02607,1
18127,244,Imo,SE,F,15,9,0.667,63.7,46.6,1.01,3,9,2.6,0,0,0.415,1,1,0.3064,0.3612,0.01,0
18128,341,Katsina,NW,M,14,9,0.535,59.4,46.7,2.84,0,4,0.34,0,1,0.694,0,0,0.8018,0.5501,0.02149,1
18129,304,Kano,NW,M,7,2,0.545,61.9,60.5,0.1,0,6,3.73,0,0,0.808,0,1,0.8024,0.3843,0.01,0
18130,398,Lagos,SW,M,10,6,0.928,85.7,69.2,0.74,2,4,0.77,0,0,0.127,1,0,0.231,0.1399,0.02919,0
18131,448,Niger,NC,M,6,2,0.559,76.5,61.9,2.29,1,5,10.56,0,1,0.606,0,0,0.5191,0.3607,0.01164,0
18132,97,Benue,NC,F,6,1,0.472,55.1,60.7,0.24,0,9,3.99,0,0,0.35,1,1,0.6103,0.5824,0.01671,1
18133,331,Kano,NW,M,9,5,0.374,39.3,42.8,0.56,1,5,7.03,0,0,0.742,1,1,0.7005,0.3947,0.02315,1
18134,205,Ekiti,SW,F,15,9,0.948,85.4,78.3,0.15,2,6,5.83,0,0,0.0,1,0,0.3967,0.2392,0.01307,0
18135,449,Niger,NC,M,15,9,0.835,80.8,83.9,0.24,0,13,16.68,1,0,0.342,1,0,0.5321,0.1489,0.0192,1
18136,418,Nasarawa,NC,M,15,9,0.646,43.4,49.8,3.61,3,3,5.0,0,0,0.342,0,0,0.4234,0.569,0.02315,0
18137,77,Bauchi,NE,M,6,1,0.486,42.0,47.3,1.67,1,2,7.28,1,1,0.722,0,1,0.7231,0.662,0.02342,1
